"GroupID","Param","Value","GroupLevel"
"34660","site_status","Active","Site"
"34660","site_active_dt","2012-01-01","Site"
"34660","City","Tokyo","Site"
"34660","State","Kanto","Site"
"34660","Country","Japan","Site"
"18777","studyid","AA-AA-000-0000","Site"
"18777","invid","18777","Site"
"18777","InvestigatorFirstName","Fred","Site"
"18777","InvestigatorLastName","Doe","Site"
"18777","site_status","Active","Site"
"18777","site_active_dt","2012-01-01","Site"
"18777","City","Newtown Square","Site"
"18777","State","PA","Site"
"18777","Country","US","Site"
"34071","studyid","AA-AA-000-0000","Site"
"34071","invid","34071","Site"
"34071","InvestigatorFirstName","Fred","Site"
"34071","InvestigatorLastName","Smith","Site"
"34071","site_status","Active","Site"
"34071","site_active_dt","2012-01-01","Site"
"34071","City","Milton Keynes","Site"
"34071","State","Buckinghamshire","Site"
"34071","Country","UK","Site"
"9522","studyid","AA-AA-000-0000","Site"
"9522","invid","9522","Site"
"9522","InvestigatorFirstName","Fred","Site"
"9522","InvestigatorLastName","Doe","Site"
"9522","site_status","Active","Site"
"9522","site_active_dt","2012-01-01","Site"
"9522","City","Foster City","Site"
"9522","State","CA","Site"
"9522","Country","US","Site"
"26115","studyid","AA-AA-000-0000","Site"
"26115","invid","26115","Site"
"26115","InvestigatorFirstName","Joanne","Site"
"26115","InvestigatorLastName","Smith","Site"
"26115","site_status","Active","Site"
"26115","site_active_dt","2012-01-01","Site"
"26115","City","Milton Keynes","Site"
"26115","State","Buckinghamshire","Site"
"26115","Country","UK","Site"
"31107","studyid","AA-AA-000-0000","Site"
"31107","invid","31107","Site"
"31107","InvestigatorFirstName","Joanne","Site"
"31107","InvestigatorLastName","Smith","Site"
"31107","site_status","Active","Site"
"31107","site_active_dt","2012-01-01","Site"
"31107","City","Foster City","Site"
"31107","State","CA","Site"
"31107","Country","US","Site"
"6416","studyid","AA-AA-000-0000","Site"
"6416","invid","6416","Site"
"6416","InvestigatorFirstName","Fred","Site"
"6416","InvestigatorLastName","Deer","Site"
"6416","site_status","Active","Site"
"6416","site_active_dt","2012-01-01","Site"
"6416","City","Newtown Square","Site"
"6416","State","PA","Site"
"6416","Country","US","Site"
"32913","studyid","AA-AA-000-0000","Site"
"32913","invid","32913","Site"
"32913","InvestigatorFirstName","Joanne","Site"
"32913","InvestigatorLastName","Smith","Site"
"32913","site_status","Active","Site"
"32913","site_active_dt","2012-01-01","Site"
"32913","City","Milton Keynes","Site"
"32913","State","Buckinghamshire","Site"
"32913","Country","UK","Site"
"12432","studyid","AA-AA-000-0000","Site"
"12432","invid","12432","Site"
"12432","InvestigatorFirstName","John","Site"
"12432","InvestigatorLastName","Smith","Site"
"12432","site_status","Active","Site"
"12432","site_active_dt","2012-01-01","Site"
"12432","City","Newtown Square","Site"
"12432","State","PA","Site"
"12432","Country","US","Site"
"8594","studyid","AA-AA-000-0000","Site"
"8594","invid","8594","Site"
"8594","InvestigatorFirstName","John","Site"
"8594","InvestigatorLastName","Deer","Site"
"8594","site_status","Active","Site"
"8594","site_active_dt","2012-01-01","Site"
"8594","City","Milton Keynes","Site"
"8594","State","Buckinghamshire","Site"
"8594","Country","UK","Site"
"257","studyid","AA-AA-000-0000","Site"
"257","invid","257","Site"
"257","InvestigatorFirstName","John","Site"
"257","InvestigatorLastName","Deer","Site"
"257","site_status","Active","Site"
"257","site_active_dt","2012-01-01","Site"
"257","City","Milton Keynes","Site"
"257","State","Buckinghamshire","Site"
"257","Country","UK","Site"
"531","studyid","AA-AA-000-0000","Site"
"531","invid","531","Site"
"531","InvestigatorFirstName","Fred","Site"
"531","InvestigatorLastName","Smith","Site"
"531","site_status","Active","Site"
"531","site_active_dt","2012-01-01","Site"
"531","City","London","Site"
"531","State","Greater London","Site"
"531","Country","UK","Site"
"17541","studyid","AA-AA-000-0000","Site"
"17541","invid","17541","Site"
"17541","InvestigatorFirstName","Fred","Site"
"17541","InvestigatorLastName","Doe","Site"
"17541","site_status","Active","Site"
"17541","site_active_dt","2012-01-01","Site"
"17541","City","Newtown Square","Site"
"17541","State","PA","Site"
"17541","Country","US","Site"
"34696","studyid","AA-AA-000-0000","Site"
"34696","invid","34696","Site"
"34696","InvestigatorFirstName","Fred","Site"
"34696","InvestigatorLastName","Deer","Site"
"34696","site_status","Active","Site"
"34696","site_active_dt","2012-01-01","Site"
"34696","City","Kumamoto","Site"
"34696","State","Kumamoto Prefecture","Site"
"34696","Country","Japan","Site"
"33617","studyid","AA-AA-000-0000","Site"
"33617","invid","33617","Site"
"33617","InvestigatorFirstName","John","Site"
"33617","InvestigatorLastName","Deer","Site"
"33617","site_status","Active","Site"
"33617","site_active_dt","2012-01-01","Site"
"33617","City","Milton Keynes","Site"
"33617","State","Buckinghamshire","Site"
"33617","Country","UK","Site"
"25605","studyid","AA-AA-000-0000","Site"
"25605","invid","25605","Site"
"25605","InvestigatorFirstName","John","Site"
"25605","InvestigatorLastName","Doe","Site"
"25605","site_status","Active","Site"
"25605","site_active_dt","2012-01-01","Site"
"25605","City","Foster City","Site"
"25605","State","CA","Site"
"25605","Country","US","Site"
"34355","studyid","AA-AA-000-0000","Site"
"34355","invid","34355","Site"
"34355","InvestigatorFirstName","Fred","Site"
"34355","InvestigatorLastName","Smith","Site"
"34355","site_status","Active","Site"
"34355","site_active_dt","2012-01-01","Site"
"34355","City","Tokyo","Site"
"34355","State","Kanto","Site"
"34355","Country","Japan","Site"
"30729","studyid","AA-AA-000-0000","Site"
"30729","invid","30729","Site"
"30729","InvestigatorFirstName","Joanne","Site"
"30729","InvestigatorLastName","Deer","Site"
"30729","site_status","Active","Site"
"30729","site_active_dt","2012-01-01","Site"
"30729","City","Kumamoto","Site"
"30729","State","Kumamoto Prefecture","Site"
"30729","Country","Japan","Site"
"384","studyid","AA-AA-000-0000","Site"
"384","invid","384","Site"
"384","InvestigatorFirstName","Fred","Site"
"384","InvestigatorLastName","Doe","Site"
"384","site_status","Active","Site"
"384","site_active_dt","2012-01-01","Site"
"384","City","London","Site"
"384","State","Greater London","Site"
"384","Country","UK","Site"
"18548","studyid","AA-AA-000-0000","Site"
"18548","invid","18548","Site"
"18548","InvestigatorFirstName","John","Site"
"18548","InvestigatorLastName","Doe","Site"
"18548","site_status","Active","Site"
"18548","site_active_dt","2012-01-01","Site"
"18548","City","Tokyo","Site"
"18548","State","Kanto","Site"
"18548","Country","Japan","Site"
"28689","studyid","AA-AA-000-0000","Site"
"28689","invid","28689","Site"
"28689","InvestigatorFirstName","John","Site"
"28689","InvestigatorLastName","Deer","Site"
"28689","site_status","Active","Site"
"28689","site_active_dt","2012-01-01","Site"
"28689","City","Foster City","Site"
"28689","State","CA","Site"
"28689","Country","US","Site"
"33620","studyid","AA-AA-000-0000","Site"
"33620","invid","33620","Site"
"33620","InvestigatorFirstName","Fred","Site"
"33620","InvestigatorLastName","Deer","Site"
"33620","site_status","Active","Site"
"33620","site_active_dt","2012-01-01","Site"
"33620","City","Kumamoto","Site"
"33620","State","Kumamoto Prefecture","Site"
"33620","Country","Japan","Site"
"17187","studyid","AA-AA-000-0000","Site"
"17187","invid","17187","Site"
"17187","InvestigatorFirstName","Joanne","Site"
"17187","InvestigatorLastName","Smith","Site"
"17187","site_status","Active","Site"
"17187","site_active_dt","2012-01-01","Site"
"17187","City","Foster City","Site"
"17187","State","CA","Site"
"17187","Country","US","Site"
"20531","studyid","AA-AA-000-0000","Site"
"20531","invid","20531","Site"
"20531","InvestigatorFirstName","John","Site"
"20531","InvestigatorLastName","Smith","Site"
"20531","site_status","Active","Site"
"20531","site_active_dt","2012-01-01","Site"
"20531","City","Foster City","Site"
"20531","State","CA","Site"
"20531","Country","US","Site"
"21380","studyid","AA-AA-000-0000","Site"
"21380","invid","21380","Site"
"21380","InvestigatorFirstName","Fred","Site"
"21380","InvestigatorLastName","Smith","Site"
"21380","site_status","Active","Site"
"21380","site_active_dt","2012-01-01","Site"
"21380","City","Milton Keynes","Site"
"21380","State","Buckinghamshire","Site"
"21380","Country","UK","Site"
"30336","studyid","AA-AA-000-0000","Site"
"30336","invid","30336","Site"
"30336","InvestigatorFirstName","Fred","Site"
"30336","InvestigatorLastName","Smith","Site"
"30336","site_status","Active","Site"
"30336","site_active_dt","2012-02-01","Site"
"30336","City","London","Site"
"30336","State","Greater London","Site"
"30336","Country","UK","Site"
"1364","studyid","AA-AA-000-0000","Site"
"1364","invid","1364","Site"
"1364","InvestigatorFirstName","Fred","Site"
"1364","InvestigatorLastName","Deer","Site"
"1364","site_status","Active","Site"
"1364","site_active_dt","2012-02-01","Site"
"1364","City","Tokyo","Site"
"1364","State","Kanto","Site"
"1364","Country","Japan","Site"
"18496","studyid","AA-AA-000-0000","Site"
"18496","invid","18496","Site"
"18496","InvestigatorFirstName","Fred","Site"
"18496","InvestigatorLastName","Doe","Site"
"18496","site_status","Active","Site"
"18496","site_active_dt","2012-02-01","Site"
"18496","City","London","Site"
"18496","State","Greater London","Site"
"18496","Country","UK","Site"
"18743","studyid","AA-AA-000-0000","Site"
"18743","invid","18743","Site"
"18743","InvestigatorFirstName","Joanne","Site"
"18743","InvestigatorLastName","Doe","Site"
"18743","site_status","Active","Site"
"18743","site_active_dt","2012-02-01","Site"
"18743","City","Newtown Square","Site"
"18743","State","PA","Site"
"18743","Country","US","Site"
"25127","studyid","AA-AA-000-0000","Site"
"25127","invid","25127","Site"
"25127","InvestigatorFirstName","Joanne","Site"
"25127","InvestigatorLastName","Doe","Site"
"25127","site_status","Active","Site"
"25127","site_active_dt","2012-02-01","Site"
"25127","City","Newtown Square","Site"
"25127","State","PA","Site"
"25127","Country","US","Site"
"26772","studyid","AA-AA-000-0000","Site"
"26772","invid","26772","Site"
"26772","InvestigatorFirstName","John","Site"
"26772","InvestigatorLastName","Doe","Site"
"26772","site_status","Active","Site"
"26772","site_active_dt","2012-02-01","Site"
"26772","City","Kumamoto","Site"
"26772","State","Kumamoto Prefecture","Site"
"26772","Country","Japan","Site"
"1828","studyid","AA-AA-000-0000","Site"
"1828","invid","1828","Site"
"1828","InvestigatorFirstName","John","Site"
"1828","InvestigatorLastName","Deer","Site"
"1828","site_status","Active","Site"
"1828","site_active_dt","2012-02-01","Site"
"1828","City","Newtown Square","Site"
"1828","State","PA","Site"
"1828","Country","US","Site"
"1283","studyid","AA-AA-000-0000","Site"
"1283","invid","1283","Site"
"1283","InvestigatorFirstName","Joanne","Site"
"1283","InvestigatorLastName","Doe","Site"
"1283","site_status","Active","Site"
"1283","site_active_dt","2012-02-01","Site"
"1283","City","Kumamoto","Site"
"1283","State","Kumamoto Prefecture","Site"
"1283","Country","Japan","Site"
"37938","studyid","AA-AA-000-0000","Site"
"37938","invid","37938","Site"
"37938","InvestigatorFirstName","John","Site"
"37938","InvestigatorLastName","Smith","Site"
"37938","site_status","Active","Site"
"37938","site_active_dt","2012-02-01","Site"
"37938","City","Milton Keynes","Site"
"37938","State","Buckinghamshire","Site"
"37938","Country","UK","Site"
"17235","studyid","AA-AA-000-0000","Site"
"17235","invid","17235","Site"
"17235","InvestigatorFirstName","Joanne","Site"
"17235","InvestigatorLastName","Deer","Site"
"17235","site_status","Active","Site"
"17235","site_active_dt","2012-02-01","Site"
"17235","City","Foster City","Site"
"17235","State","CA","Site"
"17235","Country","US","Site"
"17717","studyid","AA-AA-000-0000","Site"
"17717","invid","17717","Site"
"17717","InvestigatorFirstName","Joanne","Site"
"17717","InvestigatorLastName","Doe","Site"
"17717","site_status","Active","Site"
"17717","site_active_dt","2012-02-01","Site"
"17717","City","Newtown Square","Site"
"17717","State","PA","Site"
"17717","Country","US","Site"
"8304","studyid","AA-AA-000-0000","Site"
"8304","invid","8304","Site"
"8304","InvestigatorFirstName","Fred","Site"
"8304","InvestigatorLastName","Doe","Site"
"8304","site_status","Active","Site"
"8304","site_active_dt","2012-02-01","Site"
"8304","City","Foster City","Site"
"8304","State","CA","Site"
"8304","Country","US","Site"
"9232","studyid","AA-AA-000-0000","Site"
"9232","invid","9232","Site"
"9232","InvestigatorFirstName","John","Site"
"9232","InvestigatorLastName","Smith","Site"
"9232","site_status","Active","Site"
"9232","site_active_dt","2012-02-01","Site"
"9232","City","Tokyo","Site"
"9232","State","Kanto","Site"
"9232","Country","Japan","Site"
"18537","studyid","AA-AA-000-0000","Site"
"18537","invid","18537","Site"
"18537","InvestigatorFirstName","John","Site"
"18537","InvestigatorLastName","Doe","Site"
"18537","site_status","Active","Site"
"18537","site_active_dt","2012-02-01","Site"
"18537","City","Kumamoto","Site"
"18537","State","Kumamoto Prefecture","Site"
"18537","Country","Japan","Site"
"33539","studyid","AA-AA-000-0000","Site"
"33539","invid","33539","Site"
"33539","InvestigatorFirstName","Fred","Site"
"33539","InvestigatorLastName","Doe","Site"
"33539","site_status","Active","Site"
"33539","site_active_dt","2012-02-01","Site"
"33539","City","Kumamoto","Site"
"33539","State","Kumamoto Prefecture","Site"
"33539","Country","Japan","Site"
"17010","studyid","AA-AA-000-0000","Site"
"17010","invid","17010","Site"
"17010","InvestigatorFirstName","Fred","Site"
"17010","InvestigatorLastName","Deer","Site"
"17010","site_status","Active","Site"
"17010","site_active_dt","2012-02-01","Site"
"17010","City","Kumamoto","Site"
"17010","State","Kumamoto Prefecture","Site"
"17010","Country","Japan","Site"
"4712","studyid","AA-AA-000-0000","Site"
"4712","invid","4712","Site"
"4712","InvestigatorFirstName","Joanne","Site"
"4712","InvestigatorLastName","Smith","Site"
"4712","site_status","Active","Site"
"4712","site_active_dt","2012-02-01","Site"
"4712","City","London","Site"
"4712","State","Greater London","Site"
"4712","Country","UK","Site"
"576","studyid","AA-AA-000-0000","Site"
"576","invid","576","Site"
"576","InvestigatorFirstName","Fred","Site"
"576","InvestigatorLastName","Doe","Site"
"576","site_status","Active","Site"
"576","site_active_dt","2012-02-01","Site"
"576","City","London","Site"
"576","State","Greater London","Site"
"576","Country","UK","Site"
"18449","studyid","AA-AA-000-0000","Site"
"18449","invid","18449","Site"
"18449","InvestigatorFirstName","John","Site"
"18449","InvestigatorLastName","Doe","Site"
"18449","site_status","Active","Site"
"18449","site_active_dt","2012-02-01","Site"
"18449","City","Milton Keynes","Site"
"18449","State","Buckinghamshire","Site"
"18449","Country","UK","Site"
"26213","studyid","AA-AA-000-0000","Site"
"26213","invid","26213","Site"
"26213","InvestigatorFirstName","Joanne","Site"
"26213","InvestigatorLastName","Smith","Site"
"26213","site_status","Active","Site"
"26213","site_active_dt","2012-02-01","Site"
"26213","City","Milton Keynes","Site"
"26213","State","Buckinghamshire","Site"
"26213","Country","UK","Site"
"25858","studyid","AA-AA-000-0000","Site"
"25858","invid","25858","Site"
"25858","InvestigatorFirstName","Joanne","Site"
"25858","InvestigatorLastName","Deer","Site"
"25858","site_status","Active","Site"
"25858","site_active_dt","2012-02-01","Site"
"25858","City","Kumamoto","Site"
"25858","State","Kumamoto Prefecture","Site"
"25858","Country","Japan","Site"
"9844","studyid","AA-AA-000-0000","Site"
"9844","invid","9844","Site"
"9844","InvestigatorFirstName","John","Site"
"9844","InvestigatorLastName","Deer","Site"
"9844","site_status","Active","Site"
"9844","site_active_dt","2012-02-01","Site"
"9844","City","Newtown Square","Site"
"9844","State","PA","Site"
"9844","Country","US","Site"
"1927","studyid","AA-AA-000-0000","Site"
"1927","invid","1927","Site"
"1927","InvestigatorFirstName","John","Site"
"1927","InvestigatorLastName","Deer","Site"
"1927","site_status","Active","Site"
"1927","site_active_dt","2012-02-01","Site"
"1927","City","Foster City","Site"
"1927","State","CA","Site"
"1927","Country","US","Site"
"17729","studyid","AA-AA-000-0000","Site"
"17729","invid","17729","Site"
"17729","InvestigatorFirstName","Fred","Site"
"17729","InvestigatorLastName","Deer","Site"
"17729","site_status","Active","Site"
"17729","site_active_dt","2012-02-01","Site"
"17729","City","Foster City","Site"
"17729","State","CA","Site"
"17729","Country","US","Site"
"34353","studyid","AA-AA-000-0000","Site"
"34353","invid","34353","Site"
"34353","InvestigatorFirstName","John","Site"
"34353","InvestigatorLastName","Doe","Site"
"34353","site_status","Active","Site"
"34353","site_active_dt","2012-02-01","Site"
"34353","City","Newtown Square","Site"
"34353","State","PA","Site"
"34353","Country","US","Site"
"30233","studyid","AA-AA-000-0000","Site"
"30233","invid","30233","Site"
"30233","InvestigatorFirstName","John","Site"
"30233","InvestigatorLastName","Smith","Site"
"30233","site_status","Active","Site"
"30233","site_active_dt","2012-02-01","Site"
"30233","City","London","Site"
"30233","State","Greater London","Site"
"30233","Country","UK","Site"
"4897","studyid","AA-AA-000-0000","Site"
"4897","invid","4897","Site"
"4897","InvestigatorFirstName","Fred","Site"
"4897","InvestigatorLastName","Deer","Site"
"4897","site_status","Active","Site"
"4897","site_active_dt","2012-02-01","Site"
"4897","City","London","Site"
"4897","State","Greater London","Site"
"4897","Country","UK","Site"
"35155","studyid","AA-AA-000-0000","Site"
"35155","invid","35155","Site"
"35155","InvestigatorFirstName","Fred","Site"
"35155","InvestigatorLastName","Doe","Site"
"35155","site_status","Active","Site"
"35155","site_active_dt","2012-02-01","Site"
"35155","City","Tokyo","Site"
"35155","State","Kanto","Site"
"35155","Country","Japan","Site"
"17542","studyid","AA-AA-000-0000","Site"
"17542","invid","17542","Site"
"17542","InvestigatorFirstName","Joanne","Site"
"17542","InvestigatorLastName","Doe","Site"
"17542","site_status","Active","Site"
"17542","site_active_dt","2012-02-01","Site"
"17542","City","Tokyo","Site"
"17542","State","Kanto","Site"
"17542","Country","Japan","Site"
"29013","studyid","AA-AA-000-0000","Site"
"29013","invid","29013","Site"
"29013","InvestigatorFirstName","John","Site"
"29013","InvestigatorLastName","Doe","Site"
"29013","site_status","Active","Site"
"29013","site_active_dt","2012-02-01","Site"
"29013","City","Kumamoto","Site"
"29013","State","Kumamoto Prefecture","Site"
"29013","Country","Japan","Site"
"16470","studyid","AA-AA-000-0000","Site"
"16470","invid","16470","Site"
"16470","InvestigatorFirstName","Joanne","Site"
"16470","InvestigatorLastName","Doe","Site"
"16470","site_status","Active","Site"
"16470","site_active_dt","2012-02-01","Site"
"16470","City","Newtown Square","Site"
"16470","State","PA","Site"
"16470","Country","US","Site"
"14408","studyid","AA-AA-000-0000","Site"
