"GroupID","GroupLevel","Numerator","Denominator","Metric","Score","Flag"
"29013","Site",5,151,0.033112582781457,-0.394678114798295,0
"17729","Site",9,275,0.0327272727272727,-0.556658559112938,0
"30741","Site",4,123,0.032520325203252,-0.380917751341812,0
"33348","Site",1,31,0.032258064516129,-0.19672402279966,0
"26880","Site",13,406,0.0320197044334975,-0.729999304135074,0
"20531","Site",12,375,0.032,-0.703011822382357,0
"4712","Site",2,63,0.0317460317460317,-0.295731472534457,0
"37186","Site",26,855,0.0304093567251462,-1.23647346179376,0
"8995","Site",8,264,0.0303030303030303,-0.693572583759937,0
"18496","Site",2,66,0.0303030303030303,-0.346786291879969,0
"9560","Site",1,33,0.0303030303030303,-0.245214938610863,0
"4695","Site",6,200,0.03,-0.619797127306196,0
"1925","Site",2,67,0.0298507462686567,-0.36332886595725,0
"38711","Site",12,404,0.0297029702970297,-0.903353926862934,0
"17961","Site",11,381,0.0288713910761155,-0.9383178880727,0
"4","Site",1,35,0.0285714285714286,-0.291069798432544,0
"34696","Site",11,400,0.0275,-1.06459802246042,0
"25605","Site",12,452,0.0265486725663717,-1.20776043077133,0
"16996","Site",9,339,0.0265486725663717,-1.04595121473361,0
"9844","Site",2,77,0.025974025974026,-0.51745769052822,0
"34353","Site",3,116,0.0258620689655172,-0.639659541499899,0
"26117","Site",7,271,0.025830258302583,-0.979667321562789,0
"6416","Site",7,272,0.0257352941176471,-0.987364305420981,0
"26115","Site",6,236,0.0254237288135593,-0.937709543934288,0
"17235","Site",5,200,0.025,-0.885771834532911,0
"29972","Site",3,120,0.025,-0.686115912737111,0
"17472","Site",4,163,0.0245398773006135,-0.821747807930667,0
"38248","Site",2,82,0.024390243902439,-0.587939845550713,0
"17542","Site",5,227,0.0220264317180617,-1.11218719213772,0
"391","Site",3,151,0.0198675496688742,-1.00688309663409,0
"10497","Site",4,216,0.0185185185185185,-1.27882908669631,0
"33539","Site",4,227,0.0176211453744493,-1.36184342253918,0
"14707","Site",3,173,0.0173410404624277,-1.20273598128017,0
"26772","Site",2,123,0.016260162601626,-1.05923486970818,0
"37938","Site",1,66,0.0151515151515152,-0.809788827655265,0
"8304","Site",3,202,0.0148514851485149,-1.43273186353366,0
"38249","Site",1,80,0.0125,-0.980754234286392,0
"34660","Site",0,154,0,-1.94422092226887,0
"1364","Site",0,110,0,-1.64316658458773,0
"10325","Site",0,58,0,-1.19316154752037,0
"33396","Site",0,40,0,-0.990866732568598,0
"25160","Site",0,35,0,-0.926870957305964,0
"12946","Site",0,32,0,-0.886258148266596,0
"26499","Site",3,8,0.375,NA,NA
"29987","Site",3,10,0.3,NA,NA
"13878","Site",4,16,0.25,NA,NA
"26167","Site",4,18,0.222222222222222,NA,NA
"37892","Site",2,14,0.142857142857143,NA,NA
"32920","Site",3,22,0.136363636363636,NA,NA
"22022","Site",2,25,0.08,NA,NA
"10081","Site",1,13,0.0769230769230769,NA,NA
"20757","Site",2,27,0.0740740740740741,NA,NA
"22329","Site",1,22,0.0454545454545455,NA,NA
"22681","Site",1,26,0.0384615384615385,NA,NA
"13112","Site",1,28,0.0357142857142857,NA,NA
"10119","Site",0,29,0,NA,NA
"29289","Site",0,29,0,NA,NA
"33575","Site",0,23,0,NA,NA
"8545","Site",0,22,0,NA,NA
"16980","Site",0,20,0,NA,NA
"30089","Site",0,20,0,NA,NA
"29476","Site",0,19,0,NA,NA
"8454","Site",0,18,0,NA,NA
